loss
3.749756356294824400e-01
3.656262807945722670e-01
1.486611288435142342e-01
4.800315655051576869e-01
-2.542332841022698631e-02
1.164298024239656115e-01
3.180582173677635183e-01
2.221490434795327928e-01
-2.302435091341976658e-01
3.984331680036348189e-01
-2.980835309288067947e-01
-1.144856105333929008e-01
-1.931351571681148016e-01
3.222717278168829580e-01
-1.010011453771539891e+00
-9.268894794105335677e-01
-1.422611333728127647e-01
3.684613068972453220e-01
-1.610507375753854831e+00
9.740429022052694563e-01
1.404712208689602448e-01
-5.048036130278887867e-01
1.081075268084077834e+00
-9.427020248271560376e-01
3.742566385914756211e-01
3.119168615970124847e-01
9.175473313828206301e-01
-2.392320486869721208e-01
2.973930488798828264e-01
-4.656128390030858100e-01
-7.130268394474796878e-01
2.978376410403029695e-01
-1.275538817529309199e-01
9.369991732562539255e-01
2.259344458775558451e-02
1.255528308917519098e+00
-4.086038620407066446e-01
1.097658610166774906e+00
-7.432292746570965392e-01
-2.958157797519334054e-01
-9.031553169858170804e-01
-5.131905429843754973e-01
4.445868752943624713e-01
-4.353024862621168722e-02
-1.674545774443174651e+00
-5.668647497520851175e-02
-1.719947195233544335e-01
1.575288597271651270e-01
2.968640212844206872e-01
-2.373624861572807276e-01
-1.634218577518254278e+00
-3.209539996616967983e-01
-9.111900319863934783e-01
-9.556262422370309650e-02
-5.734469578083007946e-01
-1.489344131729296805e+00
-1.397030290946588593e+00
-2.573235201259649330e-02
6.333493028361658617e-01
4.162384486496648606e-01
1.023968313834927812e+00
-2.921310017094356226e-01
2.053006830352046563e-01
-8.020133570984739890e-01
2.232377808937258123e-01
-9.763969560822260974e-02
2.940843011194829160e-01
1.121403241165239706e+00
9.159411979351261834e-02
-1.332610106948493467e+00
-4.934643231657673823e-01
-4.351275927861593118e-01
-1.049663292555294447e+00
2.338914492269168477e-01
-7.148795239907599353e-01
1.460339050107108960e-01
-2.037332441075250244e-01
-4.163934509903128856e-01
8.060387455331010642e-01
6.600761412972815378e-01
7.398980605398719490e-02
-6.243759875636101242e-01
-1.307472672064022845e-01
-6.843241071091483718e-01
1.315730391364127172e-01
-3.066932055362485698e-01
-1.523587008172739843e-01
1.617120784504777475e-01
-2.624744306394291016e-01
7.654713030210587021e-01
7.042304824059897328e-01
2.646719738270917333e-01
-4.930474755562386235e-01
9.269728761887563451e-02
2.105127090098335430e-01
2.595030578020214307e-01
3.703961644475839421e-03
2.690062318257560037e-01
-4.417747090475927507e-01
-3.389169881021985020e-01
8.152146651772227415e-01
-6.168679084883592623e-01
7.295235486388946811e-01
-3.022701895995396626e-01
3.897783104446261859e-01
1.060264172752624745e+00
-3.490068089043916189e-01
3.955855621825890012e-01
-6.171646478509273948e-02
7.625897811536219706e-01
-6.981939893839239630e-01
9.303656586259307915e-01
3.696385804200303937e-01
1.181515444403657966e-02
-2.575970252652837189e-01
-9.684945331529775103e-01
-5.827248009325103340e-02
-1.519249377201958850e-02
8.581820192542863879e-01
8.567581131588326571e-01
-3.236367271699691628e-01
-2.239830332150631875e-01
1.498794312038853604e-01
-1.257627578352185083e-01
1.293572629709842658e-01
-2.667444557345106659e-01
-8.634381283384300332e-01
3.325140986953556421e-01
-2.331615495434675722e-01
-3.583175192314342894e-01
4.076645054726100170e-01
-7.503097515682952690e-01
4.439660467380690534e-01
2.797851442602450334e-02
-5.833993159697570263e-01
-5.452858799031901071e-01
-1.642298465593910350e+00
2.200822419391101903e-01
1.939992434324722126e-02
4.055267451711870308e-01
-1.068495157531742734e+00
-1.104834328959839240e+00
-1.110089006201064876e-01
9.665676297409504514e-01
1.408591565090603126e+00
6.426327916850027577e-01
9.986934006991532442e-02
-8.745411327940360025e-01
4.276161218708125489e-01
1.026818412524335145e-01
8.457193063595127569e-01
9.154438423276474168e-01
-9.124271525780613956e-02
-5.209534530109749539e-02
8.870416377046126399e-01
1.532317128437625797e-01
4.340873686356871985e-01
5.821908713789412104e-01
1.276640276140312835e+00
8.686726251750087613e-02
-2.124992474417695121e-01
1.814809617399077979e-01
-2.049349098898574084e-01
-4.378763847569189238e-02
6.970270589538358763e-01
-1.105026276063028945e+00
-3.310794974648274547e-01
1.917816411158810297e-01
7.847929363466619179e-01
-1.315818046754259285e+00
-3.585705293766636714e-01
-3.171217231010814430e-01
4.071852234527568726e-01
-4.834834998342216750e-01
-1.393521261559271807e-02
-9.891234900460972312e-01
-2.129051212738204413e-01
-1.575788935498962928e-01
6.374402392182219046e-01
-1.690208943512175210e+00
-1.418292565433034724e-01
6.723955453725238840e-01
2.734365970911767363e-02
-5.800742921605888114e-01
-1.285540733046332207e+00
-5.708086563515735179e-01
6.497569226291375344e-01
3.534607742172966027e-01
1.180177989682533735e+00
1.402558762868011399e-01
1.359824494709982901e+00
1.821403341729137537e-01
-1.991626683819731625e-01
8.026468380681421877e-01
4.369873806165287533e-01
-6.666652430118915618e-01
-6.952470782454156506e-01
-5.249079626335060311e-01
-5.029158633105339504e-01
-1.851296423850499195e-01
1.450678938123701300e+00
7.800593960473634070e-02
-3.043343136654925729e-01
8.670649985959926198e-01
-1.169405845178175696e+00
-5.369750588067745412e-01
-1.649788589214722379e-01
-4.487072319187745961e-02
9.846534919620353321e-02
3.947162282278213752e-01
-2.259238319601308831e-01
4.423501362248316582e-01
1.874994946292645182e-01
6.835972343157550313e-01
-3.138796697282941750e-01
8.688337038229292375e-01
6.078407382108252932e-02
-2.452403053962370905e-02
9.472334857261444085e-01
-2.142960595978138372e-02
3.684748287212755713e-01
-1.295524458572003823e-01
7.489742430950627750e-01
-6.779807903271830583e-01
6.121837265578733422e-01
6.862344996004026143e-01
-2.841886079779669672e-01
2.693743525910008429e-01
1.998452027498842654e-01
-1.509739715305613572e-01
-6.164487118589931924e-01
7.932043911254709201e-01
2.059729472542812800e-01
-7.032483701320302316e-01
1.441345770098223511e-01
-1.114739054655785822e+00
2.733632759975535009e-01
6.467306933984673378e-02
8.832521606522618640e-01
4.600042185538768535e-01
-5.611502400653876066e-01
-5.295139537048498823e-02
2.349284160697493462e-01
3.559516524683772332e-01
6.087212366755352377e-01
-9.506163067646866693e-02
-8.207026204493104160e-01
-4.955715805533600360e-01
3.389668709793340895e-01
2.345941095910575314e-01
2.678306876617853050e-01
-1.243566999923757521e+00
-9.220643428324137858e-02
-5.558120530338328535e-02
5.902931626367262652e-01
1.555934617641696605e-01
3.902841369140901406e-01
-7.735340979631928349e-01
2.995646793788182549e-01
3.872557859873495545e-01
-4.622491996844928508e-01
-9.347286596369599465e-01
5.119569847323646172e-01
-9.421785105701019347e-03
-5.195198146214465851e-01
7.527583958675450049e-01
1.078602359304454694e-01
1.657935376361763247e+00
-3.418199574278446562e-01
8.396779697519036745e-01
1.207633381617824853e+00
-2.398223893957265318e-01
2.335887071033653228e-01
8.623767652534297667e-02
6.512878895179028405e-01
-2.379166076866567892e-02
-6.109226032032211151e-02
-6.157156967772721146e-01
7.214104794446711821e-01
-1.081139653071204521e+00
-2.068564117682285541e-01
-8.509845060086718149e-02
-1.691434791475217025e-01
6.850423422849871713e-02
2.339547904659866617e-01
-3.971558629284572817e-01
6.645820887588342885e-01
1.847353942168297181e-01
-6.075924237457570598e-01
1.380486107544243168e-01
3.034205115561690036e-01
1.123270379518316986e+00
3.962410666842401952e-01
5.041654330333926737e-01
1.704158475916813131e+00
-5.544750911545293093e-01
-1.017626961385531104e+00
6.727934892072653383e-01
-1.138648948185959853e+00
-8.351073492411842381e-01
-2.296327634408044105e-01
-8.667191179995370476e-02
-1.255262363060978714e+00
1.947518716724516707e-02
-4.456282296344511451e-01
-5.323106415747247411e-01
-6.750121619043056853e-01
-5.310323329536004167e-02
-3.554392997776858465e-01
8.415586134205454982e-01
1.071848672271471514e-01
8.807622903486844734e-02
-2.629963919849842569e-01
-1.388230881764229707e-01
2.383196932520377231e-01
-2.166261435144178904e-01
